table,metric,direction,dcdf_value,best_value,status
PNC rs-fMRI,JSD,max,0.0386587356033894,0.0386587356033894,PASS
PNC rs-fMRI,SSIM,min,0.445371733983335,0.445371733983335,PASS
PNC rs-fMRI,NND,max,209.484610707596,209.484610707596,PASS
PNC rs-fMRI,FN,max,24.56854766855221,24.56854766855221,PASS
PNC rs-fMRI,MAE,max,0.0700099101228758,0.0700099101228758,PASS
Ablation,auroc,max,0.9182421875,0.9182421875,PASS
Ablation,auprc,max,0.8453423470160604,0.8453423470160604,PASS
Ablation,best_f1,max,0.7724137931029535,0.7724137931029535,PASS
