epoch,tau,loss,rec,kl,sparse,temporal,prior,val_loss
1.0,1.0,1.4609548592498536,1.4563870898560982,4.473925908865956,4.19252864473817,0.08716386545858631,0.02525424400096856,0.942078907643595
2.0,0.98,0.3003579979342532,0.29599572580329253,9.778204344600612,3.726358778903939,0.08191739268213338,0.013172344665306842,1.1560869986011135
3.0,0.9603999999999999,0.22456812600179904,0.2198938784227206,12.59078847741805,3.8309200140782176,0.09641739605479158,0.011359691490672227,1.469131512026633
4.0,0.9411919999999999,0.1950536968907869,0.19011044864020596,14.403805071218855,3.982565110818499,0.11536659498435224,0.010175973699142823,1.7304224275773572
5.0,0.9223681599999999,0.17925939050023956,0.1741154112050988,15.634254477616679,4.070947381113306,0.12715302717823512,0.010369374459835492,1.6993973793522004
6.0,0.9039207967999999,0.1697005423679517,0.16442889397199442,16.515345678164092,4.105206857526922,0.1340435750653289,0.010751467456535107,1.8090698411387782
7.0,0.8858423808639999,0.16361574949212157,0.15829050032734182,17.09577088548958,4.093682556483098,0.13748805969953537,0.010899225131452427,1.9008061347469207
8.0,0.8681255332467199,0.15911395081205865,0.15376056859948042,17.48959644957085,4.075523445371948,0.14073566808176868,0.01099771203613178,1.9261657614861765
9.0,0.8507630225817855,0.1556137033625145,0.1502709233261257,17.579966407290772,4.048815608713668,0.14309685578236,0.011047386413580076,1.9491019710417716
10.0,0.8337477621301498,0.15210516656065262,0.1467851056701186,17.515209749254876,4.026667430910761,0.14556427403337005,0.011088322681197197,1.9544993139082385
