gain,JSD,SSIM,NND,FN,MAE
1.0,0.028623899645372507,0.7655363951633284,123.22623829311277,14.452086477372365,0.04118229908069347
1.05,0.02947346276448969,0.7445742873906858,129.38754422256972,15.174690099232132,0.04324141202270735
1.1,0.030096241429986327,0.7231181302301728,135.5488648553577,15.897295436849983,0.045300529677640915
1.1500000000000001,0.03068132629450538,0.701222443438,141.71017100869017,16.619899111189056,0.04735964307250631
1.2000000000000002,0.03127962304381228,0.6789403569410825,147.8714910037425,17.34250435309323,0.0494187603343724
1.2500000000000002,0.03190646350766216,0.6563237822963254,154.0327979205543,18.06510808026644,0.051477873802131834
1.3000000000000003,0.032558572440873165,0.6334228912047691,160.19410389268057,18.7877117025449,0.053536986749187596
1.3500000000000003,0.03323205906438085,0.6102860740075163,166.3554245055198,19.510317078177657,0.05559610464091759
1.4000000000000004,0.03394257981611784,0.5869599909663118,172.51673065660992,20.232920709219197,0.057655217824910086
1.4500000000000004,0.03466011082360254,0.5634890644085704,178.6780516292613,20.955526101185217,0.059714335668993083
1.5000000000000004,0.03540153756856456,0.5399158470979292,184.83935741644504,21.678129711939494,0.06177344863149105
1.5500000000000005,0.03618041921085079,0.5162805560249524,191.00066352548242,22.400733355806725,0.06383256167694261
1.6000000000000005,0.036985148271961504,0.49262120757600264,197.16198453248234,23.12333875176294,0.06589167944512665
1.6500000000000006,0.03781418136206337,0.4689737663607001,203.32329007099727,23.845942320586285,0.06795079247098483
1.7000000000000006,0.03865873560338942,0.445371733983335,209.48461070759598,24.56854766855221,0.07000991012287588
1.7500000000000007,0.03952422310188457,0.42184662493649744,215.64591691538206,25.291151352161954,0.0720690234578825
1.8000000000000007,0.040406937400163906,0.3984276010616509,221.8072230013977,26.013754933357063,0.07412813627778023
1.8500000000000008,0.041312151088251245,0.37514166194388515,227.96854388640108,26.73636034134244,0.07618725433181452
1.9000000000000008,0.04225040759058818,0.3520138849648394,234.12984975702508,27.45896393600914,0.0782463673226133
1.9500000000000008,0.04322525462041486,0.32906707363289694,240.29117028676455,28.1815693137779,0.08030548508779783
2.000000000000001,0.04423560473231181,0.30632228333366923,246.45247659908898,28.904172964008286,0.08236459817750397
2.0500000000000007,0.045262366631828595,0.28379849922763456,252.61378289589726,29.62677660213038,0.08442371125226564
2.100000000000001,0.04630766992705542,0.26151293650378454,258.77508867105576,30.34938021285617,0.08648282397106162
2.1500000000000012,0.04737155794411804,0.2394809604355503,264.93642412360185,31.071987292659593,0.08854194695854135
2.200000000000001,0.04846066647135064,0.21771659099193294,271.09773049510545,31.79459101045554,0.09060106009026714
2.250000000000001,0.049576500290469096,0.1962319657764594,277.2590362656008,32.51719455710994,0.09266017286229403
2.300000000000001,0.05071644361342417,0.175037821214775,283.42034261252303,33.23979824035897,0.09471928618830425
2.3500000000000014,0.05187127848608891,0.1541435068160999,289.5816482785952,33.96240184544075,0.09677839887984044
2.4000000000000012,0.053048641692777045,0.13355694910716345,295.74298311962946,34.68500882782637,0.09883752114927286
2.450000000000001,0.054248091400627044,0.11328512651776114,301.90428953887886,35.407612542097084,0.1008966346087416
2.5000000000000013,0.05547042532515731,0.09333358288212944,308.06559562494317,36.130216185402375,0.10295574765849093
2.5500000000000016,0.056720195865988685,0.07370687670439884,314.2269018538006,36.85281984592533,0.10501486079942692
2.6000000000000014,0.05799323287705052,0.0544085765265061,320.3882076782936,37.57542344435385,0.10707397359354892
2.6500000000000012,0.05929863254074401,0.035441230752991215,326.5495431419497,38.298030547719094,0.10913309654945691
2.7000000000000015,0.060632489172319524,0.016806813674116516,332.710849222359,39.02063416563444,0.11119220930208668
2.7500000000000018,0.06198794509558504,-0.0014937609245385638,338.872155304842,39.74323783008846,0.11325132251868861
2.8000000000000016,0.06337453776708787,-0.01946019996714884,345.0334614887869,40.46584141573231,0.11531043543339801
2.8500000000000014,0.0647900191417455,-0.03709287803932302,351.19476741365304,41.188445090074964,0.11736954844784658
2.9000000000000017,0.0662262170206827,-0.054392838791903216,357.35610273890876,41.91105216069233,0.11942867126900822
2.950000000000002,0.06768000967446969,-0.07136142889568697,363.5174085853204,42.63365577079073,0.12148778412294559
3.0000000000000018,0.06916107247222432,-0.08800073589111426,369.67871487387805,43.35625943269265,0.12354689724195264
3.0500000000000016,0.07065339825779562,-0.10431320411438687,375.8400212592612,44.07886308684441,0.12560601033409577
3.100000000000002,0.07216267029239123,-0.12030167537872247,382.00132683582467,44.8014666994091,0.1276651232857107
3.150000000000002,0.07368259121330972,-0.13596942425730776,388.16266249409074,45.52407378285473,0.12972424599982338
