kappa,n_selected,accuracy,balanced_accuracy,precision,recall,f1
0.0,20,0.47785547785547783,0.47546897546897543,0.43564356435643564,0.4444444444444444,0.44
0.01,20,0.5151515151515151,0.5151515151515151,0.4766355140186916,0.5151515151515151,0.49514563106796117
0.03,20,0.5151515151515151,0.5151515151515151,0.4766355140186916,0.5151515151515151,0.49514563106796117
0.05,20,0.5151515151515151,0.5151515151515151,0.4766355140186916,0.5151515151515151,0.49514563106796117
0.08,20,0.5151515151515151,0.5151515151515151,0.4766355140186916,0.5151515151515151,0.49514563106796117
0.1,20,0.5151515151515151,0.5151515151515151,0.4766355140186916,0.5151515151515151,0.49514563106796117
