kappa,n_selected,accuracy,balanced_accuracy,precision,recall,f1
0.0,124,0.5431235431235432,0.5418470418470418,0.5048543689320388,0.5252525252525253,0.5148514851485149
0.01,124,0.5128205128205128,0.51010101010101,0.4723618090452261,0.47474747474747475,0.473551637279597
0.03,124,0.5128205128205128,0.51010101010101,0.4723618090452261,0.47474747474747475,0.473551637279597
0.05,124,0.5128205128205128,0.51010101010101,0.4723618090452261,0.47474747474747475,0.473551637279597
0.08,124,0.5128205128205128,0.51010101010101,0.4723618090452261,0.47474747474747475,0.473551637279597
0.1,124,0.5128205128205128,0.51010101010101,0.4723618090452261,0.47474747474747475,0.473551637279597
