name,pos_weight,leaf,seed,threshold,fs_accuracy,fs_balanced_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
best_seed28,0.35,10,28,0.5055,0.6295161290322581,0.6268170426065163,0.8818858560794045,0.8870199692780338,"[[890, 195], [43, 887]]"
best_seed28,0.35,10,28,0.506,0.6296774193548387,0.6269383135257498,0.8818858560794045,0.8870199692780338,"[[890, 195], [43, 887]]"
seed50_leaf8,0.35,8,50,0.498,0.6237096774193548,0.6222572560433342,0.8813895781637717,0.8890937019969278,"[[856, 229], [10, 920]]"
seed50_leaf8,0.35,8,50,0.49849999999999994,0.6237096774193548,0.6221925782197428,0.8813895781637717,0.8890937019969278,"[[856, 229], [10, 920]]"
seed50_leaf8,0.35,8,50,0.499,0.6232258064516129,0.6216670709030641,0.8813895781637717,0.8890937019969278,"[[856, 229], [10, 920]]"
seed50_leaf8,0.35,8,50,0.49949999999999994,0.6232258064516129,0.6216347319912685,0.8813895781637717,0.8890937019969278,"[[856, 229], [10, 920]]"
seed50_leaf8,0.35,8,50,0.5,0.6232258064516129,0.621602393079473,0.8813895781637717,0.8890937019969278,"[[856, 229], [10, 920]]"
best_seed198,0.35,8,198,0.49049999999999994,0.6235483870967742,0.6223138491389765,0.8813895781637717,0.8889400921658985,"[[858, 227], [12, 918]]"
best_seed198,0.35,8,198,0.491,0.622741935483871,0.6214326137925459,0.8813895781637717,0.8889400921658985,"[[858, 227], [12, 918]]"
best_seed198,0.35,8,198,0.492,0.6233870967741936,0.6219985447489691,0.8813895781637717,0.888863287250384,"[[859, 226], [13, 917]]"
best_seed28,0.35,10,28,0.49,0.6285483870967742,0.6268655509742097,0.8813895781637717,0.8878648233486943,"[[872, 213], [26, 904]]"
best_seed28,0.35,10,28,0.49022767236358494,0.6285483870967742,0.6268655509742097,0.8813895781637717,0.8878648233486943,"[[872, 213], [26, 904]]"
best_seed28,0.35,10,28,0.49049999999999994,0.6285483870967742,0.6268655509742097,0.8813895781637717,0.8878648233486943,"[[872, 213], [26, 904]]"
best_seed28,0.35,10,28,0.491,0.6283870967741936,0.6266957716872827,0.8813895781637717,0.8878648233486943,"[[872, 213], [26, 904]]"
best_seed28,0.35,10,28,0.494,0.6296774193548387,0.6277306168647425,0.8813895781637717,0.8874807987711213,"[[877, 208], [31, 899]]"
best_seed28,0.35,10,28,0.49426204921851563,0.6298387096774194,0.6278357183280783,0.8813895781637717,0.8874807987711213,"[[877, 208], [31, 899]]"
best_seed28,0.35,10,28,0.49449999999999994,0.6295161290322581,0.6274961597542242,0.8813895781637717,0.8874807987711213,"[[877, 208], [31, 899]]"
best_seed198,0.35,8,198,0.513,0.6222580645161291,0.6192739914301884,0.8813895781637717,0.8873271889400922,"[[879, 206], [33, 897]]"
best_seed198,0.35,8,198,0.5135,0.6222580645161291,0.619225483062495,0.8813895781637717,0.8872503840245776,"[[880, 205], [34, 896]]"
seed50_leaf8,0.35,8,50,0.5249999999999999,0.6224193548387097,0.6189425175842833,0.8813895781637717,0.8867895545314901,"[[886, 199], [40, 890]]"
seed50_leaf8,0.35,8,50,0.5259354112761685,0.6220967741935484,0.6185706200986336,0.8813895781637717,0.8867127496159755,"[[887, 198], [41, 889]]"
seed50_leaf8,0.35,8,50,0.526,0.6222580645161291,0.6187242299296629,0.8813895781637717,0.8867127496159755,"[[887, 198], [41, 889]]"
best_seed198,0.35,8,198,0.5209999999999999,0.6203225806451613,0.6167353868542323,0.8813895781637717,0.8864055299539171,"[[891, 194], [45, 885]]"
best_seed198,0.35,8,198,0.49,0.6238709677419355,0.6226857466246261,0.8808933002481389,0.8884792626728111,"[[857, 228], [12, 918]]"
