model,threshold_strategy,threshold,fs_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
gb_lr0.03_d1,sweep,0.6063623912094938,0.6230645161290322,0.8392059553349875,0.8445468509984639,"[[841, 244], [80, 850]]"
gb_lr0.03_d1,sweep,0.5529254740452536,0.6430645161290323,0.8377171215880893,0.8480798771121352,"[[774, 311], [16, 914]]"
gb_lr0.05_d1,sweep,0.5506365619436627,0.6408064516129032,0.8377171215880893,0.8466973886328726,"[[792, 293], [34, 896]]"
gb_lr0.08_d1,sweep,0.581028767092152,0.6333870967741936,0.8377171215880893,0.8436251920122888,"[[832, 253], [74, 856]]"
gb_lr0.08_d1,sweep,0.5833129756067316,0.6327419354838709,0.8372208436724565,0.843010752688172,"[[833, 252], [76, 854]]"
gb_lr0.08_d1,sweep,0.5880773836448917,0.6320967741935484,0.8372208436724565,0.8428571428571429,"[[835, 250], [78, 852]]"
gb_lr0.08_d1,sweep,0.5946124304088354,0.63,0.8372208436724565,0.8423195084485406,"[[842, 243], [85, 845]]"
gb_lr0.05_d1,sweep,0.6001686302948306,0.6275806451612903,0.8372208436724565,0.8422427035330261,"[[843, 242], [86, 844]]"
gb_lr0.03_d1,sweep,0.5512987203844055,0.6432258064516129,0.8367245657568239,0.84715821812596,"[[772, 313], [16, 914]]"
gb_lr0.05_d1,sweep,0.5433527809933865,0.6411290322580645,0.8367245657568239,0.8463133640552996,"[[783, 302], [27, 903]]"
gb_lr0.05_d1,sweep,0.5436189041961325,0.6412903225806451,0.8367245657568239,0.8463133640552996,"[[783, 302], [27, 903]]"
gb_lr0.08_d1,sweep,0.5372047563279804,0.6412903225806451,0.8367245657568239,0.8455453149001536,"[[793, 292], [37, 893]]"
gb_lr0.08_d1,sweep,0.5404154858929472,0.6403225806451613,0.8367245657568239,0.8454685099846391,"[[794, 291], [38, 892]]"
gb_lr0.08_d1,sweep,0.5951545369997874,0.6296774193548387,0.8362282878411911,0.8412442396313364,"[[842, 243], [87, 843]]"
gb_lr0.08_d1,sweep,0.5322866258438336,0.6420967741935484,0.8357320099255583,0.8447772657450077,"[[789, 296], [35, 895]]"
gb_lr0.03_d1,sweep,0.612036929543383,0.6190322580645161,0.8357320099255583,0.8407066052227343,"[[842, 243], [88, 842]]"
gb_lr0.05_d1,sweep,0.6051997588998079,0.627258064516129,0.8357320099255583,0.8404761904761904,"[[845, 240], [91, 839]]"
gb_lr0.08_d1,sweep,0.6023943317181738,0.6298387096774194,0.8357320099255583,0.8403225806451613,"[[847, 238], [93, 837]]"
gb_lr0.08_d1,sweep,0.6048966887101263,0.6301612903225806,0.8357320099255583,0.8400153609831029,"[[851, 234], [97, 833]]"
gb_lr0.03_d1,sweep,0.6226061246559322,0.6146774193548387,0.8357320099255583,0.8397081413210445,"[[855, 230], [101, 829]]"
gb_lr0.03_d1,sweep,0.5457632926564205,0.6440322580645161,0.8352357320099255,0.8463133640552996,"[[762, 323], [9, 921]]"
gb_lr0.05_d1,sweep,0.5362936928260902,0.6388709677419355,0.8352357320099255,0.8453149001536098,"[[775, 310], [22, 908]]"
gb_lr0.03_d1,sweep,0.6098970509701104,0.6201612903225806,0.8352357320099255,0.8402457757296466,"[[841, 244], [88, 842]]"
gb_lr0.03_d3,sweep,0.598840739541749,0.6196774193548387,0.8352357320099255,0.8402457757296466,"[[841, 244], [88, 842]]"
gb_lr0.03_d1,sweep,0.6199626601872663,0.6151612903225806,0.8347394540942928,0.8390168970814132,"[[850, 235], [98, 832]]"
gb_lr0.05_d1,sweep,0.5289921590845365,0.6419354838709678,0.8342431761786601,0.8445468509984639,"[[771, 314], [20, 910]]"
gb_lr0.03_d1,sweep,0.6172033406211369,0.6167741935483871,0.8342431761786601,0.8387096774193548,"[[847, 238], [96, 834]]"
gb_lr0.05_d1,sweep,0.6120200708005058,0.6251612903225806,0.8342431761786601,0.8384024577572964,"[[851, 234], [100, 830]]"
gb_lr0.03_d1,sweep,0.6269459876677836,0.6119354838709677,0.8342431761786601,0.8377880184331797,"[[859, 226], [108, 822]]"
gb_lr0.05_d1,sweep,0.5280933382944755,0.6412903225806451,0.8337468982630273,0.8440860215053764,"[[770, 315], [20, 910]]"
gb_lr0.03_d3,sweep,0.5959496554246749,0.6201612903225806,0.8337468982630273,0.8389400921658987,"[[837, 248], [87, 843]]"
gb_lr0.03_d2,sweep,0.5810023418459319,0.6337096774193548,0.8337468982630273,0.8385560675883257,"[[842, 243], [92, 838]]"
