pos_weight,min_samples_leaf,max_features,threshold_strategy,threshold,fs_accuracy,fs_balanced_accuracy,test_accuracy,test_balanced_accuracy,test_confusion_matrix
1.0,8,sqrt,fs_accuracy,0.5331131937140504,0.6345161290322581,0.6378688657126688,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
1.0,8,sqrt,fs_balanced,0.5254533584230786,0.6341935483870967,0.6379497129921579,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,10,0.25,default,0.5,0.637258064516129,0.6391543374565446,0.8560794044665012,0.8653609831029185,"[[808, 277], [13, 917]]"
0.55,10,0.25,fs_accuracy,0.4912540381886717,0.6383870967741936,0.6407470288624788,0.852605459057072,0.8625192012288787,"[[796, 289], [8, 922]]"
0.55,10,0.25,fs_balanced,0.4679175831421318,0.6382258064516129,0.6417899587678875,0.8431761786600497,0.8541474654377881,"[[772, 313], [3, 927]]"
0.55,10,0.4,default,0.5,0.6370967741935484,0.6391139138168,0.8511166253101737,0.8600614439324117,"[[807, 278], [22, 908]]"
0.55,10,0.4,fs_accuracy,0.4575896686465707,0.6398387096774194,0.6442153771525588,0.8307692307692308,0.8424731182795699,"[[749, 336], [5, 925]]"
0.55,10,0.4,fs_balanced,0.4575896686465707,0.6398387096774194,0.6442153771525588,0.8307692307692308,0.8424731182795699,"[[749, 336], [5, 925]]"
0.35,10,0.4,default,0.5,0.6353225806451613,0.6350796345702967,0.8595533498759306,0.8658986175115208,"[[850, 235], [48, 882]]"
0.35,10,0.4,fs_accuracy,0.4457105118973295,0.6412903225806451,0.6440617673215296,0.8431761786600497,0.8536866359447004,"[[778, 307], [9, 921]]"
0.35,10,0.4,fs_balanced,0.4457105118973295,0.6412903225806451,0.6440617673215296,0.8431761786600497,0.8536866359447004,"[[778, 307], [9, 921]]"
0.55,4,0.6,default,0.5,0.636774193548387,0.6405691648476028,0.8397022332506203,0.8497695852534561,"[[780, 305], [18, 912]]"
0.55,4,0.6,fs_accuracy,0.5291459129438337,0.6390322580645161,0.6413938070983911,0.850620347394541,0.8589093701996928,"[[815, 270], [31, 899]]"
0.55,4,0.6,fs_balanced,0.5033731078483183,0.6385483870967742,0.6421133478858436,0.8411910669975186,0.8510752688172043,"[[784, 301], [19, 911]]"
0.65,5,0.4,default,0.5,0.6382258064516129,0.6418222976796831,0.8347394540942928,0.8452380952380952,"[[769, 316], [17, 913]]"
0.65,5,0.4,fs_accuracy,0.48956405208606013,0.6383870967741936,0.6425580079230333,0.8297766749379653,0.840937019969278,"[[755, 330], [13, 917]]"
0.65,5,0.4,fs_balanced,0.48956405208606013,0.6383870967741936,0.6425580079230333,0.8297766749379653,0.840937019969278,"[[755, 330], [13, 917]]"
0.65,12,0.4,default,0.5,0.6369354838709678,0.6395909127657855,0.8471464019851117,0.8565284178187405,"[[797, 288], [20, 910]]"
0.65,12,0.4,fs_accuracy,0.4749515627287584,0.6369354838709678,0.6409006386935079,0.8332506203473945,0.8444700460829493,"[[758, 327], [9, 921]]"
