kind,params,train_strategy,threshold_strategy,threshold,fs_accuracy,fs_balanced_accuracy,test_accuracy,test_balanced_accuracy,test_confusion_matrix
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_balanced,0.47819944631794453,1.0,1.0,0.8074441687344913,0.8208141321044546,"[[702, 383], [5, 925]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,default,,0.6309677419354839,0.6351038887541434,0.8372208436724565,0.8488479262672811,"[[757, 328], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_accuracy,0.48687132992090437,0.6324193548387097,0.6372625111165009,0.8292803970223325,0.8414746543778802,"[[741, 344], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_balanced,0.48687132992090437,0.6324193548387097,0.6372625111165009,0.8292803970223325,0.8414746543778802,"[[741, 344], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,default,,1.0,1.0,0.824317617866005,0.8361751152073733,"[[740, 345], [9, 921]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_accuracy,0.48135544065871544,1.0,1.0,0.8163771712158809,0.8290322580645162,"[[721, 364], [6, 924]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 0.8}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_balanced,0.48135544065871544,1.0,1.0,0.8163771712158809,0.8290322580645162,"[[721, 364], [6, 924]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,default,,0.627258064516129,0.6327188940092165,0.826302729528536,0.8387096774193548,"[[735, 350], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_accuracy,0.61,0.6341935483870967,0.6325814536340852,0.8674937965260546,0.8743471582181259,"[[852, 233], [34, 896]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_balanced,0.5171428571428571,0.6325806451612903,0.6369472067264936,0.8357320099255583,0.8474654377880184,"[[754, 331], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,default,,1.0,1.0,0.8148883374689826,0.8275729646697388,"[[719, 366], [7, 923]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_accuracy,0.4750000000003638,1.0,1.0,0.798014888337469,0.8122887864823348,"[[680, 405], [2, 928]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_balanced,0.4750000000003638,1.0,1.0,0.798014888337469,0.8122887864823348,"[[680, 405], [2, 928]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,default,,0.6303225806451613,0.6356859891664646,0.822332506203474,0.8350230414746544,"[[727, 358], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_accuracy,0.5368903911564628,0.6348387096774194,0.63793354353626,0.8486352357320099,0.8592933947772657,"[[782, 303], [2, 928]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_balanced,0.527866156462585,0.6345161290322581,0.6381114075511358,0.8451612903225807,0.8561443932411674,"[[774, 311], [1, 929]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,default,,1.0,1.0,0.8133995037220844,0.8263440860215054,"[[714, 371], [5, 925]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_accuracy,0.5008758658010843,1.0,1.0,0.8138957816377171,0.8267281105990784,"[[716, 369], [6, 924]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 3, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_balanced,0.5008758658010843,1.0,1.0,0.8138957816377171,0.8267281105990784,"[[716, 369], [6, 924]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,default,,0.6280645161290322,0.6335192820761582,0.8253101736972704,0.8377880184331797,"[[733, 352], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_accuracy,0.6190690698104517,0.6320967741935484,0.6299215781388956,0.8729528535980149,0.87926267281106,"[[865, 220], [36, 894]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_balanced,0.52291650207927,0.6312903225806452,0.6353787695044062,0.8387096774193549,0.8502304147465438,"[[760, 325], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,default,,1.0,1.0,0.8163771712158809,0.8293394777265745,"[[717, 368], [2, 928]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_accuracy,0.5208719971701917,1.0,1.0,0.8267990074441688,0.8387096774193548,"[[742, 343], [6, 924]]"
extra_trees,"{""class_weight"": {""0"": 1.0, ""1"": 1.0}, ""min_samples_leaf"": 6, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_balanced,0.5208719971701917,1.0,1.0,0.8267990074441688,0.8387096774193548,"[[742, 343], [6, 924]]"
extra_trees,"{""class_weight"": {""0"": 1.4, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,default,,0.625,0.6307138814778883,0.8119106699751861,0.8253456221198157,"[[706, 379], [0, 930]]"
extra_trees,"{""class_weight"": {""0"": 1.4, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_accuracy,0.5528571428571428,0.6358064516129033,0.63845096612499,0.8451612903225807,0.855837173579109,"[[778, 307], [5, 925]]"
extra_trees,"{""class_weight"": {""0"": 1.4, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_only,fs_balanced,0.5528571428571428,0.6358064516129033,0.63845096612499,0.8451612903225807,0.855837173579109,"[[778, 307], [5, 925]]"
extra_trees,"{""class_weight"": {""0"": 1.4, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,default,,1.0,1.0,0.8054590570719603,0.8188172043010753,"[[700, 385], [7, 923]]"
extra_trees,"{""class_weight"": {""0"": 1.4, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_accuracy,0.4750000000003638,1.0,1.0,0.7925558312655087,0.8072964669738862,"[[668, 417], [1, 929]]"
extra_trees,"{""class_weight"": {""0"": 1.4, ""1"": 1.0}, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""n_estimators"": 700}",train_plus_feature_selection,fs_balanced,0.4750000000003638,1.0,1.0,0.7925558312655087,0.8072964669738862,"[[668, 417], [1, 929]]"
