pos_weight,leaf,max_features,seed,n_estimators,threshold_strategy,threshold,fs_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
0.45,5,sqrt,42,400,fs_acc,0.47885237643295486,0.6369354838709678,0.850620347394541,0.8612903225806452,"[[784, 301], [0, 930]]"
0.45,5,sqrt,50,400,fs_acc,0.4814019986465311,0.6314516129032258,0.850620347394541,0.8612135176651305,"[[785, 300], [1, 929]]"
0.45,5,sqrt,2,400,default,0.5,0.6306451612903226,0.850620347394541,0.860752688172043,"[[791, 294], [7, 923]]"
0.35,8,sqrt,74,400,fs_acc,0.4307890000230116,0.6359677419354839,0.8501240694789082,0.8608294930875576,"[[783, 302], [0, 930]]"
0.45,8,sqrt,19,400,fs_acc,0.4469944688181815,0.6290322580645161,0.8501240694789082,0.8608294930875576,"[[783, 302], [0, 930]]"
0.45,8,sqrt,76,400,fs_acc,0.4562655938027589,0.6379032258064516,0.8501240694789082,0.8608294930875576,"[[783, 302], [0, 930]]"
0.55,10,sqrt,16,400,fs_acc,0.46110365255316754,0.6338709677419355,0.8501240694789082,0.8608294930875576,"[[783, 302], [0, 930]]"
0.55,10,sqrt,56,400,fs_acc,0.4703392616866746,0.6382258064516129,0.8501240694789082,0.8608294930875576,"[[783, 302], [0, 930]]"
0.45,10,sqrt,25,400,fs_acc,0.4423974313157788,0.6298387096774194,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.45,10,sqrt,38,400,fs_acc,0.4432060651595181,0.6346774193548387,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.45,8,sqrt,37,400,fs_acc,0.4552742560920529,0.6340322580645161,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.45,8,sqrt,65,400,fs_acc,0.45715088699287676,0.6330645161290323,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.55,8,sqrt,13,400,fs_acc,0.4776809433615729,0.6304838709677419,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.55,8,sqrt,35,400,fs_acc,0.4744695205130862,0.6356451612903226,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.55,10,sqrt,57,400,fs_acc,0.4748312372517208,0.6296774193548387,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.35,5,sqrt,13,400,fs_acc,0.457272442596487,0.6433870967741936,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.35,5,sqrt,39,400,fs_acc,0.46196007132618216,0.6340322580645161,0.8496277915632754,0.8603686635944701,"[[782, 303], [0, 930]]"
0.45,10,sqrt,1,400,fs_acc,0.44441318581865835,0.6340322580645161,0.8496277915632754,0.8602918586789554,"[[783, 302], [1, 929]]"
0.45,10,sqrt,48,400,fs_acc,0.45191814028202026,0.6358064516129033,0.8496277915632754,0.8602918586789554,"[[783, 302], [1, 929]]"
0.35,8,sqrt,28,400,fs_acc,0.41988375253231836,0.6361290322580645,0.8491315136476427,0.8599078341013825,"[[781, 304], [0, 930]]"
0.35,8,sqrt,58,400,fs_acc,0.42165784908660453,0.6370967741935484,0.8491315136476427,0.8599078341013825,"[[781, 304], [0, 930]]"
0.45,8,sqrt,31,400,fs_acc,0.4554218585210308,0.6353225806451613,0.8491315136476427,0.8599078341013825,"[[781, 304], [0, 930]]"
0.45,8,sqrt,48,400,fs_acc,0.4575886302929694,0.635,0.8491315136476427,0.8599078341013825,"[[781, 304], [0, 930]]"
0.55,10,sqrt,42,400,fs_acc,0.4689199347147223,0.6359677419354839,0.8491315136476427,0.8599078341013825,"[[781, 304], [0, 930]]"
0.45,5,sqrt,44,400,fs_acc,0.47643360052757466,0.6327419354838709,0.8491315136476427,0.8599078341013825,"[[781, 304], [0, 930]]"
0.35,10,sqrt,6,400,fs_acc,0.41681956740805837,0.6337096774193548,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.45,10,sqrt,51,400,fs_acc,0.4437587189398104,0.6340322580645161,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.45,10,sqrt,73,400,fs_acc,0.4463220338830486,0.6346774193548387,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.35,8,sqrt,7,400,fs_acc,0.4376801038163749,0.6364516129032258,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.35,8,sqrt,32,400,fs_acc,0.427864407321779,0.6398387096774194,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.35,8,sqrt,48,400,fs_acc,0.43113484126967366,0.6340322580645161,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.55,8,sqrt,26,400,fs_acc,0.4816743914809274,0.6319354838709678,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.55,10,sqrt,62,400,fs_acc,0.4658768527651995,0.6304838709677419,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.35,5,sqrt,19,400,fs_acc,0.45922543126218773,0.6353225806451613,0.8486352357320099,0.8594470046082949,"[[780, 305], [0, 930]]"
0.35,10,sqrt,40,400,fs_acc,0.4225500088527067,0.6335483870967742,0.8486352357320099,0.8593701996927803,"[[781, 304], [1, 929]]"
0.45,10,sqrt,67,400,fs_acc,0.45144312493461336,0.6361290322580645,0.8486352357320099,0.8593701996927803,"[[781, 304], [1, 929]]"
0.35,5,sqrt,3,400,fs_acc,0.46353973019611544,0.6340322580645161,0.8486352357320099,0.8593701996927803,"[[781, 304], [1, 929]]"
0.35,8,sqrt,68,400,fs_acc,0.4373731883628675,0.6338709677419355,0.8486352357320099,0.8592933947772657,"[[782, 303], [2, 928]]"
0.45,8,sqrt,77,400,fs_acc,0.45431235983973833,0.6314516129032258,0.8486352357320099,0.8592933947772657,"[[782, 303], [2, 928]]"
0.35,10,sqrt,19,400,fs_acc,0.4133350936035307,0.635,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.35,10,sqrt,52,400,fs_acc,0.4218235768008797,0.6338709677419355,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.45,10,sqrt,21,400,fs_acc,0.44535984726777367,0.6356451612903226,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.35,8,sqrt,47,400,fs_acc,0.43653606254989435,0.6348387096774194,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.45,8,sqrt,61,400,fs_acc,0.45396777865003357,0.6359677419354839,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.55,8,sqrt,8,400,fs_acc,0.47621231796586777,0.6311290322580645,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.35,5,sqrt,34,400,fs_acc,0.45716020326370016,0.6369354838709678,0.8481389578163772,0.8589861751152074,"[[779, 306], [0, 930]]"
0.45,8,sqrt,44,400,fs_acc,0.455175482091615,0.6337096774193548,0.8481389578163772,0.8589093701996928,"[[780, 305], [1, 929]]"
0.55,8,sqrt,41,400,fs_acc,0.48564563101962055,0.635483870967742,0.8481389578163772,0.8588325652841782,"[[781, 304], [2, 928]]"
0.35,8,sqrt,69,400,fs_acc,0.4261166523166611,0.6343548387096775,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.45,8,sqrt,17,400,fs_acc,0.45770159081802947,0.635,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.45,8,sqrt,49,400,fs_acc,0.4469922674455995,0.6345161290322581,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.45,8,sqrt,53,400,fs_acc,0.45187930305325047,0.6346774193548387,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.55,8,sqrt,60,400,fs_acc,0.4792511254676992,0.6319354838709678,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.35,5,sqrt,29,400,fs_acc,0.45948851409157077,0.6369354838709678,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.45,5,sqrt,35,400,fs_acc,0.47501772697983424,0.6382258064516129,0.8476426799007444,0.8585253456221198,"[[778, 307], [0, 930]]"
0.45,8,sqrt,38,400,fs_acc,0.45438951552052653,0.6353225806451613,0.8476426799007444,0.8584485407066051,"[[779, 306], [1, 929]]"
0.35,10,sqrt,62,400,fs_acc,0.41456022129530984,0.6366129032258064,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.45,10,sqrt,54,400,fs_acc,0.4421987904347496,0.6330645161290323,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.45,8,sqrt,70,400,fs_acc,0.45485993849046535,0.6340322580645161,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.55,10,sqrt,13,400,fs_acc,0.475669193467055,0.6338709677419355,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.55,10,sqrt,55,400,fs_acc,0.4705356986323225,0.635,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.35,5,sqrt,2,400,fs_acc,0.4593708870545626,0.635,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.45,5,sqrt,13,400,fs_acc,0.48130052132971085,0.6375806451612903,0.8471464019851117,0.8580645161290323,"[[777, 308], [0, 930]]"
0.55,8,sqrt,0,400,fs_acc,0.4724220351021232,0.6340322580645161,0.8471464019851117,0.8579877112135177,"[[778, 307], [1, 929]]"
0.35,10,sqrt,11,400,fs_acc,0.4090262955612959,0.635483870967742,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.35,10,sqrt,49,400,fs_acc,0.41694275885915344,0.6340322580645161,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.45,10,sqrt,27,400,fs_acc,0.4461532976184544,0.6337096774193548,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.45,10,sqrt,58,400,fs_acc,0.4477841000695581,0.6327419354838709,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.45,8,sqrt,3,400,fs_acc,0.45355064356394476,0.6337096774193548,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.55,8,sqrt,3,400,fs_acc,0.4679170315214383,0.6312903225806452,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.55,10,sqrt,68,400,fs_acc,0.46825452177045146,0.635,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.35,5,sqrt,17,400,fs_acc,0.4557083019984506,0.6353225806451613,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.35,5,sqrt,59,400,fs_acc,0.4594340849861227,0.6346774193548387,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.45,5,sqrt,21,400,fs_acc,0.47888465079353937,0.6340322580645161,0.8466501240694789,0.8576036866359447,"[[776, 309], [0, 930]]"
0.55,8,sqrt,22,400,fs_acc,0.4723995820243859,0.6327419354838709,0.8466501240694789,0.8574500768049155,"[[778, 307], [2, 928]]"
0.35,10,sqrt,21,400,fs_acc,0.4058079147798938,0.6361290322580645,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.35,10,sqrt,28,400,fs_acc,0.4077968796585699,0.636774193548387,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.35,10,sqrt,71,400,fs_acc,0.40936808949033693,0.6380645161290323,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.45,10,sqrt,49,400,fs_acc,0.4350694199617981,0.6361290322580645,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.35,8,sqrt,12,400,fs_acc,0.42753040238533063,0.631774193548387,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.45,8,sqrt,33,400,fs_acc,0.45365094801207667,0.6362903225806451,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.55,8,sqrt,1,400,fs_acc,0.46931573713820307,0.6361290322580645,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.55,10,sqrt,38,400,fs_acc,0.458171169283525,0.6358064516129033,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.55,10,sqrt,45,400,fs_acc,0.4673935500010993,0.6359677419354839,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.55,10,sqrt,75,400,fs_acc,0.4691036557577423,0.6340322580645161,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.35,5,sqrt,73,400,fs_acc,0.4484696635507132,0.64,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.45,5,sqrt,24,400,fs_acc,0.47913190587508225,0.6337096774193548,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.45,5,sqrt,66,400,fs_acc,0.47542209682842107,0.6340322580645161,0.8461538461538461,0.8571428571428572,"[[775, 310], [0, 930]]"
0.35,5,sqrt,1,400,fs_acc,0.46027784227959095,0.6375806451612903,0.8461538461538461,0.8570660522273426,"[[776, 309], [1, 929]]"
0.35,10,sqrt,73,400,fs_acc,0.4136151167781437,0.6356451612903226,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.45,10,sqrt,41,400,fs_acc,0.43988835656108777,0.6309677419354839,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.45,10,sqrt,69,400,fs_acc,0.4369324984984885,0.6345161290322581,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.35,8,sqrt,78,400,fs_acc,0.4299992387322667,0.6356451612903226,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.55,8,sqrt,76,400,fs_acc,0.4662683899735102,0.64,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.55,10,sqrt,48,400,fs_acc,0.45911103559882943,0.635483870967742,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.35,5,sqrt,41,400,fs_acc,0.4538077141048184,0.6403225806451613,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.45,5,sqrt,60,400,fs_acc,0.46642931327767306,0.6383870967741936,0.8456575682382134,0.8566820276497695,"[[774, 311], [0, 930]]"
0.35,10,sqrt,9,400,fs_acc,0.4139173755259162,0.635,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,10,sqrt,39,400,fs_acc,0.44401919651367777,0.6375806451612903,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,10,sqrt,42,400,fs_acc,0.43889158347362084,0.6319354838709678,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,10,sqrt,65,400,fs_acc,0.43475794066734114,0.6380645161290323,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,10,sqrt,79,400,fs_acc,0.4344226128494202,0.6345161290322581,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.35,8,sqrt,27,400,fs_acc,0.4207079823887483,0.635483870967742,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.35,8,sqrt,73,400,fs_acc,0.41839522554705316,0.6370967741935484,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,8,sqrt,43,400,fs_acc,0.4446077635079385,0.6370967741935484,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.55,8,sqrt,31,400,fs_acc,0.4688821912703848,0.632258064516129,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.55,8,sqrt,56,400,fs_acc,0.47157249867799317,0.6374193548387097,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.55,8,sqrt,59,400,fs_acc,0.46832629606925086,0.6338709677419355,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.55,8,sqrt,73,400,fs_acc,0.4671769874599272,0.6329032258064516,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.55,10,sqrt,17,400,fs_acc,0.4623429701879228,0.6329032258064516,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.55,10,sqrt,20,400,fs_acc,0.4705034440175746,0.6359677419354839,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.35,5,sqrt,57,400,fs_acc,0.4608981589214022,0.637258064516129,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,5,sqrt,11,400,fs_acc,0.4751174865112858,0.635,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,5,sqrt,30,400,fs_acc,0.46263261605938527,0.6361290322580645,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.45,5,sqrt,79,400,fs_acc,0.46908814602705395,0.6358064516129033,0.8451612903225807,0.8562211981566821,"[[773, 312], [0, 930]]"
0.35,10,sqrt,8,400,fs_acc,0.41390513399922757,0.6356451612903226,0.8451612903225807,0.8561443932411674,"[[774, 311], [1, 929]]"
0.35,10,sqrt,58,400,fs_acc,0.41326550167317405,0.6346774193548387,0.8451612903225807,0.8561443932411674,"[[774, 311], [1, 929]]"
0.35,5,sqrt,72,400,fs_acc,0.4608298636213511,0.6346774193548387,0.8451612903225807,0.8561443932411674,"[[774, 311], [1, 929]]"
0.35,10,sqrt,64,400,fs_acc,0.40763878340605675,0.6351612903225806,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.45,10,sqrt,52,400,fs_acc,0.4355418362344303,0.6341935483870967,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.45,8,sqrt,36,400,fs_acc,0.456552138512016,0.6337096774193548,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.55,8,sqrt,36,400,fs_acc,0.4693356847398266,0.6319354838709678,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.55,10,sqrt,24,400,fs_acc,0.45880383151517656,0.6319354838709678,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.55,10,sqrt,60,400,fs_acc,0.4674723861229516,0.6343548387096775,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.55,10,sqrt,76,400,fs_acc,0.4656344905150394,0.6359677419354839,0.8446650124069479,0.8557603686635944,"[[772, 313], [0, 930]]"
0.35,5,sqrt,11,400,fs_acc,0.4588110832254764,0.6333870967741936,0.8446650124069479,0.8556067588325653,"[[774, 311], [2, 928]]"
0.35,5,sqrt,40,400,fs_acc,0.4503467712619089,0.63,0.8446650124069479,0.8556067588325653,"[[774, 311], [2, 928]]"
0.35,10,sqrt,47,400,fs_acc,0.4079987451873208,0.636774193548387,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.35,10,sqrt,57,400,fs_acc,0.40613142211216907,0.632258064516129,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,8,sqrt,35,400,fs_acc,0.44587574250037115,0.6351612903225806,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.55,8,sqrt,72,400,fs_acc,0.45982115865709355,0.6338709677419355,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.55,8,sqrt,74,400,fs_acc,0.4679447627062846,0.6377419354838709,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.55,10,sqrt,2,400,fs_acc,0.4594529007286476,0.6325806451612903,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.55,10,sqrt,18,400,fs_acc,0.4590486168290159,0.6325806451612903,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.35,5,sqrt,35,400,fs_acc,0.44922735804840563,0.6341935483870967,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.35,5,sqrt,50,400,fs_acc,0.4516227423639232,0.6374193548387097,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.35,5,sqrt,78,400,fs_acc,0.45121280800108393,0.6387096774193548,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,5,sqrt,7,400,fs_acc,0.4613912314700181,0.6329032258064516,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,5,sqrt,8,400,fs_acc,0.46897228609588315,0.6374193548387097,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,5,sqrt,22,400,fs_acc,0.4697991679580548,0.6341935483870967,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,5,sqrt,33,400,fs_acc,0.4674164097764099,0.6338709677419355,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,5,sqrt,65,400,fs_acc,0.46557964563317367,0.6348387096774194,0.8441687344913151,0.8552995391705069,"[[771, 314], [0, 930]]"
0.45,8,sqrt,60,400,fs_acc,0.44681680464220863,0.6364516129032258,0.8441687344913151,0.8552227342549923,"[[772, 313], [1, 929]]"
0.35,8,sqrt,13,400,fs_acc,0.42137630373538765,0.6374193548387097,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.45,8,sqrt,25,400,fs_acc,0.44238530419476385,0.6348387096774194,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.45,8,sqrt,41,400,fs_acc,0.44643068855864293,0.63,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.55,10,sqrt,31,400,fs_acc,0.46075410585133686,0.6374193548387097,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.55,10,sqrt,32,400,fs_acc,0.4602179546740704,0.6358064516129033,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.35,5,sqrt,0,400,fs_acc,0.4513364862734507,0.635483870967742,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.35,5,sqrt,60,400,fs_acc,0.45042424149716415,0.6370967741935484,0.8436724565756824,0.8548387096774194,"[[770, 315], [0, 930]]"
0.35,10,sqrt,67,400,fs_acc,0.41121128214685604,0.635,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.45,10,sqrt,5,400,fs_acc,0.43685823091107173,0.6341935483870967,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.45,10,sqrt,16,400,fs_acc,0.4355246080622724,0.6361290322580645,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.45,10,sqrt,44,400,fs_acc,0.43605191943093546,0.6332258064516129,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.55,8,sqrt,46,400,fs_acc,0.4624524675353984,0.6364516129032258,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.55,8,sqrt,66,400,fs_acc,0.46459147194920064,0.6377419354838709,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.55,10,sqrt,44,400,fs_acc,0.4599608652437129,0.6316129032258064,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.55,10,sqrt,72,400,fs_acc,0.45231022969290796,0.635483870967742,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.45,5,sqrt,47,400,fs_acc,0.4758309219648927,0.6388709677419355,0.8431761786600497,0.8543778801843318,"[[769, 316], [0, 930]]"
0.35,10,sqrt,38,400,fs_acc,0.4073082243824482,0.6351612903225806,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.35,10,sqrt,51,400,fs_acc,0.4067977755777806,0.6345161290322581,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.35,10,sqrt,60,400,fs_acc,0.40857145834536307,0.636774193548387,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.45,10,sqrt,77,400,fs_acc,0.4322841733688647,0.6338709677419355,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.35,8,sqrt,1,400,fs_acc,0.42042751267046935,0.6390322580645161,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.45,8,sqrt,71,400,fs_acc,0.4453666618725412,0.6387096774193548,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.55,8,sqrt,14,400,fs_acc,0.46238359944177987,0.6335483870967742,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.55,8,sqrt,34,400,fs_acc,0.4690723018343943,0.6303225806451613,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.55,10,sqrt,10,400,fs_acc,0.4637206872028802,0.6341935483870967,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.35,5,sqrt,36,400,fs_acc,0.4480933900340549,0.6370967741935484,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.35,5,sqrt,58,400,fs_acc,0.44517963789341786,0.6338709677419355,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.45,5,sqrt,6,400,fs_acc,0.4673259480512837,0.636774193548387,0.8426799007444169,0.8539170506912442,"[[768, 317], [0, 930]]"
0.35,5,sqrt,5,400,fs_acc,0.4562547711069452,0.6369354838709678,0.8426799007444169,0.8538402457757297,"[[769, 316], [1, 929]]"
0.45,5,sqrt,32,400,fs_acc,0.4678809706008007,0.6361290322580645,0.8426799007444169,0.8538402457757297,"[[769, 316], [1, 929]]"
0.35,10,sqrt,41,400,fs_acc,0.40593043012862484,0.636774193548387,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,10,sqrt,56,400,fs_acc,0.4370865127316987,0.635483870967742,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.35,8,sqrt,8,400,fs_acc,0.4207869113007307,0.6345161290322581,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.35,8,sqrt,36,400,fs_acc,0.4187091925141329,0.6361290322580645,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,8,sqrt,13,400,fs_acc,0.44648072949631973,0.6325806451612903,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,8,sqrt,51,400,fs_acc,0.4512855631667104,0.6343548387096775,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,8,sqrt,54,400,fs_acc,0.4364827099892236,0.6335483870967742,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.45,8,sqrt,72,400,fs_acc,0.43759667140775926,0.6345161290322581,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,8,sqrt,2,400,fs_acc,0.46796394862672364,0.6364516129032258,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,8,sqrt,48,400,fs_acc,0.4568666596913278,0.6364516129032258,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,8,sqrt,62,400,fs_acc,0.4669032937205911,0.636774193548387,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,10,sqrt,46,400,fs_acc,0.45836591246570235,0.6335483870967742,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,10,sqrt,49,400,fs_acc,0.45627367445648154,0.6345161290322581,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,10,sqrt,74,400,fs_acc,0.4632854907381017,0.6361290322580645,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,10,sqrt,77,400,fs_acc,0.4543302652207208,0.6325806451612903,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
0.55,10,sqrt,78,400,fs_acc,0.4533460435130826,0.6345161290322581,0.8421836228287841,0.8534562211981567,"[[767, 318], [0, 930]]"
