pos_weight,leaf,max_features,seed,n_estimators,threshold_strategy,threshold,fs_accuracy,test_accuracy,test_balanced_accuracy,confusion_matrix
0.55,8,sqrt,63,400,fs_acc,0.45106625396914735,0.6333870967741936,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.55,10,sqrt,51,400,fs_acc,0.44517759557266223,0.6340322580645161,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.35,5,sqrt,7,400,fs_acc,0.4429206818359247,0.6348387096774194,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.35,5,sqrt,68,400,fs_acc,0.4394385037397636,0.6351612903225806,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,5,sqrt,31,400,fs_acc,0.46031901462205316,0.635483870967742,0.8342431761786601,0.8460829493087558,"[[751, 334], [0, 930]]"
0.45,10,sqrt,3,400,fs_acc,0.4245422275195101,0.6332258064516129,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.45,10,sqrt,19,400,fs_acc,0.4222127565836197,0.6348387096774194,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.35,8,sqrt,18,400,fs_acc,0.4113058744349344,0.6370967741935484,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.35,8,sqrt,21,400,fs_acc,0.4093125761149641,0.6364516129032258,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.45,8,sqrt,59,400,fs_acc,0.4279322768233813,0.6391935483870967,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.55,10,sqrt,19,400,fs_acc,0.4414473369415793,0.6330645161290323,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.35,5,sqrt,14,400,fs_acc,0.4507059861188092,0.6370967741935484,0.8337468982630273,0.8456221198156681,"[[750, 335], [0, 930]]"
0.35,10,sqrt,66,400,fs_acc,0.3972864096857539,0.636774193548387,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.45,10,sqrt,26,400,fs_acc,0.42501406160966265,0.636774193548387,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.45,8,sqrt,45,400,fs_acc,0.4251570140751341,0.6308064516129033,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.45,8,sqrt,47,400,fs_acc,0.4299493768823403,0.6343548387096775,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.45,8,sqrt,57,400,fs_acc,0.42798254852882217,0.6366129032258064,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.45,8,sqrt,66,400,fs_acc,0.4271004480273344,0.6340322580645161,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.45,8,sqrt,67,400,fs_acc,0.431369335348115,0.6332258064516129,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.55,8,sqrt,18,400,fs_acc,0.45313279718946775,0.635,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.55,10,sqrt,7,400,fs_acc,0.442911570868896,0.6330645161290323,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.55,10,sqrt,36,400,fs_acc,0.4437683758337279,0.6359677419354839,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.35,5,sqrt,23,400,fs_acc,0.4567965011115118,0.6385483870967742,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.35,5,sqrt,53,400,fs_acc,0.4477744034614117,0.6345161290322581,0.8332506203473945,0.8451612903225807,"[[749, 336], [0, 930]]"
0.35,10,sqrt,23,400,fs_acc,0.39781416183759544,0.6364516129032258,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.45,10,sqrt,31,400,fs_acc,0.41748159357660625,0.6327419354838709,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.35,8,sqrt,0,400,fs_acc,0.4095043901718528,0.6380645161290323,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.35,8,sqrt,79,400,fs_acc,0.40819743631167715,0.635483870967742,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.45,8,sqrt,10,400,fs_acc,0.43314898292143744,0.6383870967741936,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.45,8,sqrt,30,400,fs_acc,0.42859272448411007,0.6353225806451613,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.55,8,sqrt,78,400,fs_acc,0.4560081479118331,0.6358064516129033,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.55,10,sqrt,9,400,fs_acc,0.44090938693647863,0.6346774193548387,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.35,5,sqrt,76,400,fs_acc,0.4313001101269028,0.6366129032258064,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.45,5,sqrt,51,400,fs_acc,0.4575359381494246,0.6348387096774194,0.8327543424317618,0.844700460829493,"[[748, 337], [0, 930]]"
0.35,10,sqrt,4,400,fs_acc,0.3961328387631222,0.6403225806451613,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.35,10,sqrt,14,400,fs_acc,0.3962270286691516,0.6370967741935484,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.35,10,sqrt,74,400,fs_acc,0.3944849352502254,0.637258064516129,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.45,10,sqrt,22,400,fs_acc,0.4260449005453015,0.6380645161290323,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.35,8,sqrt,14,400,fs_acc,0.4027573214911274,0.6375806451612903,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.35,8,sqrt,61,400,fs_acc,0.40737698815802964,0.6377419354838709,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.45,8,sqrt,68,400,fs_acc,0.4298162326343197,0.6333870967741936,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.55,8,sqrt,49,400,fs_acc,0.44956648583180636,0.6356451612903226,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.55,8,sqrt,68,400,fs_acc,0.45882491402342535,0.6377419354838709,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.55,10,sqrt,39,400,fs_acc,0.4412596036038998,0.6295161290322581,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.55,10,sqrt,61,400,fs_acc,0.4464834461255825,0.6337096774193548,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.35,5,sqrt,26,400,fs_acc,0.43810411577088004,0.6348387096774194,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.45,5,sqrt,14,400,fs_acc,0.4559062845049251,0.635483870967742,0.832258064516129,0.8442396313364056,"[[747, 338], [0, 930]]"
0.35,5,sqrt,51,400,fs_acc,0.4308364692746102,0.6382258064516129,0.832258064516129,0.8441628264208909,"[[748, 337], [1, 929]]"
0.35,10,sqrt,46,400,fs_acc,0.3892681411892125,0.6369354838709678,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.45,10,sqrt,9,400,fs_acc,0.41906532547776837,0.6333870967741936,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.45,10,sqrt,34,400,fs_acc,0.42059572871749007,0.6314516129032258,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.45,10,sqrt,55,400,fs_acc,0.40854862433013095,0.6348387096774194,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.35,8,sqrt,19,400,fs_acc,0.4039508750889914,0.6401612903225806,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.35,8,sqrt,53,400,fs_acc,0.4031204551888401,0.6356451612903226,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.35,8,sqrt,60,400,fs_acc,0.41065716591237145,0.6341935483870967,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.35,8,sqrt,65,400,fs_acc,0.40758976351296305,0.6335483870967742,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.35,8,sqrt,77,400,fs_acc,0.40355640825344735,0.6366129032258064,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.55,8,sqrt,16,400,fs_acc,0.4504940221883882,0.6320967741935484,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.55,8,sqrt,45,400,fs_acc,0.44968580088557814,0.6330645161290323,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.55,10,sqrt,54,400,fs_acc,0.43888668054380975,0.6346774193548387,0.8317617866004963,0.843778801843318,"[[746, 339], [0, 930]]"
0.35,10,sqrt,24,400,fs_acc,0.3874357050448142,0.6327419354838709,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.35,10,sqrt,48,400,fs_acc,0.3874392210369778,0.6330645161290323,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.45,10,sqrt,57,400,fs_acc,0.419458853031127,0.6337096774193548,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.35,8,sqrt,46,400,fs_acc,0.4009339329872588,0.6346774193548387,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.45,8,sqrt,16,400,fs_acc,0.42983798076924096,0.6346774193548387,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.55,10,sqrt,67,400,fs_acc,0.4438184638028376,0.6327419354838709,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.35,5,sqrt,25,400,fs_acc,0.43171549979979584,0.6366129032258064,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.45,5,sqrt,36,400,fs_acc,0.45110317202629374,0.6327419354838709,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.45,5,sqrt,68,400,fs_acc,0.45783098884364865,0.636774193548387,0.8312655086848635,0.8433179723502304,"[[745, 340], [0, 930]]"
0.45,5,sqrt,76,400,fs_acc,0.460617347340328,0.6338709677419355,0.8312655086848635,0.8432411674347158,"[[746, 339], [1, 929]]"
0.35,10,sqrt,78,400,fs_acc,0.38843895150154256,0.6330645161290323,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.45,10,sqrt,28,400,fs_acc,0.41744476939755126,0.6366129032258064,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.35,8,sqrt,40,400,fs_acc,0.40764382108847674,0.6338709677419355,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.45,8,sqrt,39,400,fs_acc,0.4267787601154565,0.635,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.45,8,sqrt,52,400,fs_acc,0.43045782539799526,0.6330645161290323,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.55,8,sqrt,10,400,fs_acc,0.4517714966612154,0.6320967741935484,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.55,8,sqrt,27,400,fs_acc,0.45265406151658116,0.6366129032258064,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.55,8,sqrt,39,400,fs_acc,0.45161805004718303,0.631774193548387,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.55,10,sqrt,22,400,fs_acc,0.43984926478454817,0.6359677419354839,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.55,10,sqrt,26,400,fs_acc,0.4437198476331335,0.6346774193548387,0.8307692307692308,0.8428571428571429,"[[744, 341], [0, 930]]"
0.35,10,sqrt,0,400,fs_acc,0.3904585886345266,0.6353225806451613,0.830272952853598,0.8423963133640553,"[[743, 342], [0, 930]]"
0.55,8,sqrt,29,400,fs_acc,0.4490409609816745,0.6369354838709678,0.830272952853598,0.8423963133640553,"[[743, 342], [0, 930]]"
0.55,8,sqrt,70,400,fs_acc,0.45648354693310333,0.635483870967742,0.830272952853598,0.8423963133640553,"[[743, 342], [0, 930]]"
0.55,10,sqrt,37,400,fs_acc,0.43365600711720487,0.632258064516129,0.830272952853598,0.8423963133640553,"[[743, 342], [0, 930]]"
0.35,5,sqrt,30,400,fs_acc,0.43153591012517856,0.6362903225806451,0.830272952853598,0.8423963133640553,"[[743, 342], [0, 930]]"
0.45,5,sqrt,67,400,fs_acc,0.4515462979853141,0.6311290322580645,0.830272952853598,0.8423963133640553,"[[743, 342], [0, 930]]"
0.35,10,sqrt,18,400,fs_acc,0.39641769610530775,0.6351612903225806,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.35,10,sqrt,56,400,fs_acc,0.3901773061533368,0.6343548387096775,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.45,10,sqrt,2,400,fs_acc,0.4106313169237126,0.6370967741935484,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.45,10,sqrt,71,400,fs_acc,0.41981837776782444,0.6327419354838709,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.35,8,sqrt,25,400,fs_acc,0.4001905737103071,0.6369354838709678,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.35,8,sqrt,39,400,fs_acc,0.4002345337591609,0.6337096774193548,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.55,10,sqrt,15,400,fs_acc,0.4440794287465379,0.6359677419354839,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.55,10,sqrt,52,400,fs_acc,0.4377660066442368,0.6327419354838709,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.45,5,sqrt,29,400,fs_acc,0.453210752581713,0.6353225806451613,0.8297766749379653,0.8419354838709677,"[[742, 343], [0, 930]]"
0.35,8,sqrt,2,400,fs_acc,0.40388217176361235,0.6359677419354839,0.8292803970223325,0.8414746543778802,"[[741, 344], [0, 930]]"
0.35,8,sqrt,43,400,fs_acc,0.40030087427353056,0.6366129032258064,0.8292803970223325,0.8414746543778802,"[[741, 344], [0, 930]]"
0.35,10,sqrt,26,400,fs_acc,0.3903631915592972,0.6324193548387097,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.45,10,sqrt,12,400,fs_acc,0.41061233515119133,0.6358064516129033,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.45,10,sqrt,17,400,fs_acc,0.41433227287800445,0.631774193548387,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.45,8,sqrt,7,400,fs_acc,0.429712607240803,0.6356451612903226,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.45,8,sqrt,14,400,fs_acc,0.4299810731325049,0.6359677419354839,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.35,5,sqrt,9,400,fs_acc,0.4388483455613633,0.635483870967742,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.35,5,sqrt,54,400,fs_acc,0.42980736239491607,0.6379032258064516,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.35,5,sqrt,69,400,fs_acc,0.44106684298847953,0.6370967741935484,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.45,5,sqrt,26,400,fs_acc,0.44933029817212694,0.6333870967741936,0.8287841191066998,0.8410138248847927,"[[740, 345], [0, 930]]"
0.35,10,sqrt,5,400,fs_acc,0.3816051294351586,0.6364516129032258,0.828287841191067,0.840552995391705,"[[739, 346], [0, 930]]"
0.45,10,sqrt,11,400,fs_acc,0.4164116694288674,0.635,0.828287841191067,0.840552995391705,"[[739, 346], [0, 930]]"
0.45,8,sqrt,78,400,fs_acc,0.4186296639898582,0.6338709677419355,0.828287841191067,0.840552995391705,"[[739, 346], [0, 930]]"
0.45,5,sqrt,58,400,fs_acc,0.4450945667565361,0.6332258064516129,0.828287841191067,0.840552995391705,"[[739, 346], [0, 930]]"
0.45,5,sqrt,72,400,fs_acc,0.4545791293512496,0.6337096774193548,0.828287841191067,0.840552995391705,"[[739, 346], [0, 930]]"
0.35,10,sqrt,17,400,fs_acc,0.38005136623546687,0.6319354838709678,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.35,10,sqrt,72,400,fs_acc,0.3900948248959635,0.6359677419354839,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.45,10,sqrt,14,400,fs_acc,0.410079791637506,0.6374193548387097,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.35,8,sqrt,11,400,fs_acc,0.40199420286679455,0.637258064516129,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.35,8,sqrt,23,400,fs_acc,0.3987168504059976,0.637258064516129,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.35,8,sqrt,34,400,fs_acc,0.4021040696918538,0.6382258064516129,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.55,8,sqrt,20,400,fs_acc,0.45198681955880404,0.6337096774193548,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.55,8,sqrt,32,400,fs_acc,0.45108739420627497,0.6295161290322581,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.55,8,sqrt,44,400,fs_acc,0.4472708373499544,0.6356451612903226,0.8277915632754342,0.8400921658986176,"[[738, 347], [0, 930]]"
0.35,10,sqrt,43,400,fs_acc,0.38349898350830836,0.632258064516129,0.8272952853598015,0.8396313364055299,"[[737, 348], [0, 930]]"
0.35,8,sqrt,15,400,fs_acc,0.40783330765507664,0.6335483870967742,0.8272952853598015,0.8396313364055299,"[[737, 348], [0, 930]]"
0.45,8,sqrt,11,400,fs_acc,0.4216846316878268,0.6387096774193548,0.8272952853598015,0.8396313364055299,"[[737, 348], [0, 930]]"
0.45,8,sqrt,29,400,fs_acc,0.42954588126095183,0.6311290322580645,0.8272952853598015,0.8396313364055299,"[[737, 348], [0, 930]]"
0.55,10,sqrt,40,400,fs_acc,0.4337286342913757,0.6348387096774194,0.8272952853598015,0.8396313364055299,"[[737, 348], [0, 930]]"
0.35,5,sqrt,32,400,fs_acc,0.4319778759733161,0.6382258064516129,0.8272952853598015,0.8396313364055299,"[[737, 348], [0, 930]]"
0.35,8,sqrt,35,400,fs_acc,0.4030116328571509,0.635,0.8267990074441688,0.8391705069124424,"[[736, 349], [0, 930]]"
0.55,10,sqrt,64,400,fs_acc,0.43328018241511795,0.6335483870967742,0.8267990074441688,0.8391705069124424,"[[736, 349], [0, 930]]"
0.45,5,sqrt,78,400,fs_acc,0.4488333034305611,0.6343548387096775,0.8267990074441688,0.8391705069124424,"[[736, 349], [0, 930]]"
0.35,10,sqrt,39,400,fs_acc,0.38784629581198216,0.6346774193548387,0.826302729528536,0.8387096774193548,"[[735, 350], [0, 930]]"
0.45,10,sqrt,72,400,fs_acc,0.4156496096345988,0.6337096774193548,0.826302729528536,0.8387096774193548,"[[735, 350], [0, 930]]"
0.55,10,sqrt,1,400,fs_acc,0.4333246567462076,0.6338709677419355,0.826302729528536,0.8387096774193548,"[[735, 350], [0, 930]]"
0.35,5,sqrt,43,400,fs_acc,0.4260301053647071,0.6358064516129033,0.826302729528536,0.8387096774193548,"[[735, 350], [0, 930]]"
0.45,5,sqrt,17,400,fs_acc,0.45148909402966,0.635,0.826302729528536,0.8387096774193548,"[[735, 350], [0, 930]]"
0.35,10,sqrt,53,400,fs_acc,0.38926365016726283,0.6330645161290323,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.45,10,sqrt,63,400,fs_acc,0.41046487184854286,0.635483870967742,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.35,8,sqrt,56,400,fs_acc,0.4016471608362325,0.6353225806451613,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.35,8,sqrt,67,400,fs_acc,0.3986045960909416,0.6343548387096775,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.45,8,sqrt,34,400,fs_acc,0.4214202397648842,0.6335483870967742,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.55,8,sqrt,28,400,fs_acc,0.4347665013287005,0.6314516129032258,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.55,10,sqrt,65,400,fs_acc,0.4358636670622849,0.6316129032258064,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.35,5,sqrt,24,400,fs_acc,0.4280325963579024,0.6391935483870967,0.8258064516129032,0.8382488479262673,"[[734, 351], [0, 930]]"
0.55,8,sqrt,38,400,fs_acc,0.44434793148617097,0.6329032258064516,0.8253101736972704,0.8377880184331797,"[[733, 352], [0, 930]]"
0.35,10,sqrt,15,400,fs_acc,0.38649675911976833,0.6324193548387097,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.35,10,sqrt,22,400,fs_acc,0.3917201347394041,0.6370967741935484,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.45,10,sqrt,7,400,fs_acc,0.40532060020039873,0.6314516129032258,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.45,8,sqrt,22,400,fs_acc,0.41454430856048846,0.6346774193548387,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.55,8,sqrt,21,400,fs_acc,0.4420788219107927,0.6338709677419355,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.55,8,sqrt,47,400,fs_acc,0.4365059101778108,0.6330645161290323,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.55,10,sqrt,63,400,fs_acc,0.43461743355007865,0.6351612903225806,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.45,5,sqrt,38,400,fs_acc,0.44340582445679894,0.6312903225806452,0.8248138957816377,0.8373271889400922,"[[732, 353], [0, 930]]"
0.35,10,sqrt,30,400,fs_acc,0.3803177543613671,0.6335483870967742,0.824317617866005,0.8368663594470046,"[[731, 354], [0, 930]]"
0.45,5,sqrt,19,400,fs_acc,0.4490073826531514,0.6356451612903226,0.824317617866005,0.8368663594470046,"[[731, 354], [0, 930]]"
0.45,5,sqrt,77,400,fs_acc,0.4449149669114325,0.6341935483870967,0.824317617866005,0.8368663594470046,"[[731, 354], [0, 930]]"
0.45,5,sqrt,37,400,fs_acc,0.45034596389859,0.6369354838709678,0.8238213399503722,0.836405529953917,"[[730, 355], [0, 930]]"
0.35,8,sqrt,59,400,fs_acc,0.39292503581118604,0.6351612903225806,0.8233250620347394,0.8359447004608295,"[[729, 356], [0, 930]]"
0.35,5,sqrt,74,400,fs_acc,0.43137283805223525,0.6379032258064516,0.8228287841191066,0.8354838709677419,"[[728, 357], [0, 930]]"
0.45,5,sqrt,18,400,fs_acc,0.44663223156146054,0.6364516129032258,0.8228287841191066,0.8354838709677419,"[[728, 357], [0, 930]]"
0.55,8,sqrt,4,400,fs_acc,0.44346096878037106,0.6332258064516129,0.822332506203474,0.8350230414746544,"[[727, 358], [0, 930]]"
0.45,5,sqrt,46,400,fs_acc,0.4398805778428318,0.635483870967742,0.822332506203474,0.8350230414746544,"[[727, 358], [0, 930]]"
0.45,5,sqrt,52,400,fs_acc,0.44229435573956777,0.6345161290322581,0.822332506203474,0.8350230414746544,"[[727, 358], [0, 930]]"
0.35,8,sqrt,38,400,fs_acc,0.40210474647464955,0.6327419354838709,0.8218362282878412,0.8345622119815668,"[[726, 359], [0, 930]]"
0.35,8,sqrt,57,400,fs_acc,0.3946860741792573,0.6358064516129033,0.8218362282878412,0.8345622119815668,"[[726, 359], [0, 930]]"
0.45,10,sqrt,60,400,fs_acc,0.4161787537191145,0.6330645161290323,0.8213399503722084,0.8341013824884793,"[[725, 360], [0, 930]]"
0.55,10,sqrt,4,400,fs_acc,0.4334153317964671,0.632258064516129,0.8213399503722084,0.8341013824884793,"[[725, 360], [0, 930]]"
0.45,10,sqrt,6,400,fs_acc,0.4029023101876643,0.6308064516129033,0.820347394540943,0.8331797235023042,"[[723, 362], [0, 930]]"
0.45,10,sqrt,24,400,fs_acc,0.4099787007710784,0.632258064516129,0.820347394540943,0.8331797235023042,"[[723, 362], [0, 930]]"
0.35,5,sqrt,65,400,fs_acc,0.4319856608736045,0.6366129032258064,0.820347394540943,0.8331797235023042,"[[723, 362], [0, 930]]"
0.45,5,sqrt,40,400,fs_acc,0.44379528294833503,0.6319354838709678,0.820347394540943,0.8331797235023042,"[[723, 362], [0, 930]]"
0.35,8,sqrt,33,400,fs_acc,0.39565349578553966,0.6345161290322581,0.8198511166253102,0.8327188940092166,"[[722, 363], [0, 930]]"
0.55,10,sqrt,66,400,fs_acc,0.42661682323050026,0.6337096774193548,0.8198511166253102,0.8327188940092166,"[[722, 363], [0, 930]]"
0.45,5,sqrt,56,400,fs_acc,0.44499091518945894,0.6306451612903226,0.8198511166253102,0.8327188940092166,"[[722, 363], [0, 930]]"
0.35,10,sqrt,54,400,fs_acc,0.3800852510093868,0.6345161290322581,0.8193548387096774,0.832258064516129,"[[721, 364], [0, 930]]"
0.35,5,sqrt,22,400,fs_acc,0.42241742091184453,0.6341935483870967,0.8193548387096774,0.832258064516129,"[[721, 364], [0, 930]]"
0.35,5,sqrt,70,400,fs_acc,0.4244925716981414,0.635483870967742,0.8193548387096774,0.832258064516129,"[[721, 364], [0, 930]]"
0.35,10,sqrt,2,400,fs_acc,0.37102579362621685,0.6411290322580645,0.8188585607940446,0.8317972350230415,"[[720, 365], [0, 930]]"
0.35,5,sqrt,48,400,fs_acc,0.42616876147939065,0.6338709677419355,0.8188585607940446,0.8317972350230415,"[[720, 365], [0, 930]]"
0.45,8,sqrt,58,400,fs_acc,0.4195541496373142,0.6364516129032258,0.818362282878412,0.8313364055299539,"[[719, 366], [0, 930]]"
0.35,10,sqrt,3,400,fs_acc,0.36762458498860084,0.6333870967741936,0.8178660049627792,0.8308755760368663,"[[718, 367], [0, 930]]"
0.35,10,sqrt,12,400,fs_acc,0.3784254640503978,0.6351612903225806,0.8178660049627792,0.8308755760368663,"[[718, 367], [0, 930]]"
0.35,8,sqrt,50,400,fs_acc,0.3922170857365837,0.6348387096774194,0.8178660049627792,0.8308755760368663,"[[718, 367], [0, 930]]"
0.35,5,sqrt,55,400,fs_acc,0.42421240142671157,0.6364516129032258,0.8178660049627792,0.8308755760368663,"[[718, 367], [0, 930]]"
0.35,8,sqrt,26,400,fs_acc,0.39149339021740337,0.6361290322580645,0.8173697270471464,0.8304147465437788,"[[717, 368], [0, 930]]"
0.55,8,sqrt,58,400,fs_acc,0.4339496626691571,0.6333870967741936,0.8173697270471464,0.8304147465437788,"[[717, 368], [0, 930]]"
0.45,5,sqrt,57,400,fs_acc,0.4427388667756776,0.6358064516129033,0.8173697270471464,0.8304147465437788,"[[717, 368], [0, 930]]"
0.35,10,sqrt,33,400,fs_acc,0.37335538325135603,0.635,0.8168734491315136,0.8299539170506913,"[[716, 369], [0, 930]]"
0.45,10,sqrt,61,400,fs_acc,0.3960879377540971,0.6308064516129033,0.8168734491315136,0.8299539170506913,"[[716, 369], [0, 930]]"
0.35,8,sqrt,17,400,fs_acc,0.38660429682700936,0.6362903225806451,0.8163771712158809,0.8294930875576036,"[[715, 370], [0, 930]]"
0.55,10,sqrt,29,400,fs_acc,0.42456850964521253,0.6333870967741936,0.8163771712158809,0.8294930875576036,"[[715, 370], [0, 930]]"
0.35,5,sqrt,27,400,fs_acc,0.41211138457720736,0.631774193548387,0.8163771712158809,0.8294930875576036,"[[715, 370], [0, 930]]"
