kappa,n_selected,fs_accuracy,fs_balanced_accuracy,test_accuracy,test_balanced_accuracy,test_confusion_matrix
0.0,124,0.608225806451613,0.6150941870806048,0.7707196029776675,0.7788786482334868,"[[730, 355], [107, 823]]"
0.005,124,0.6343548387096775,0.6404964022960628,0.7796526054590571,0.7879416282642089,"[[738, 347], [97, 833]]"
0.01,124,0.6343548387096775,0.6404964022960628,0.7796526054590571,0.7879416282642089,"[[738, 347], [97, 833]]"
0.03,124,0.6343548387096775,0.6404964022960628,0.7796526054590571,0.7879416282642089,"[[738, 347], [97, 833]]"
0.05,124,0.6343548387096775,0.6404964022960628,0.7796526054590571,0.7879416282642089,"[[738, 347], [97, 833]]"
0.08,124,0.6343548387096775,0.6404964022960628,0.7796526054590571,0.7879416282642089,"[[738, 347], [97, 833]]"
0.1,124,0.6343548387096775,0.6404964022960628,0.7796526054590571,0.7879416282642089,"[[738, 347], [97, 833]]"
