group,hp_id,hidden_dim,latent_dim,lambda_sparse,lambda_kl,lambda_prior,lr,selection_score,final_loss,final_val_loss,mean_density_q95
children,0,32,12,0.0008,0.0001,0.03,0.001,0.7119786748823475,0.28805799031530627,0.7119785314020903,0.05000286960514233
